time,mouvement 
0.006908893585205078,false 
0.035982370376586914,false 
0.056710243225097656,false 
0.07445836067199707,false 
0.09369134902954102,false 
0.11037993431091309,false 
0.12655186653137207,false 
0.14387059211730957,false 
0.16059184074401855,false 
0.1782670021057129,false 
0.19950294494628906,false 
0.2210533618927002,false 
0.23982596397399902,false 
0.25753116607666016,false 
0.27590203285217285,false 
0.3025965690612793,false 
0.3179440498352051,false 
0.33651137351989746,false 
0.3563966751098633,false 
0.37511396408081055,false 
0.3932812213897705,false 
0.4108552932739258,false 
0.43094682693481445,false 
0.44832897186279297,false 
0.46701526641845703,false 
0.48469996452331543,false 
0.5045862197875977,false 
0.5231473445892334,false 
0.5409440994262695,false 
0.5573790073394775,false 
0.5719609260559082,false 
0.5896060466766357,false 
0.6075470447540283,false 
0.6258366107940674,false 
0.647491455078125,false 
0.6633377075195312,false 
0.6822035312652588,false 
0.7018473148345947,false 
0.7205758094787598,false 
0.7397189140319824,false 
0.7585031986236572,false 
0.7789394855499268,false 
0.7983808517456055,false 
0.8169591426849365,false 
0.8361120223999023,false 
0.854142427444458,false 
0.8787732124328613,false 
0.9004828929901123,false 
0.9223983287811279,false 
0.938490629196167,false 
0.9562728404998779,false 
0.9726104736328125,false 
0.9905078411102295,false 
1.007615327835083,false 
1.024698257446289,false 
1.0432376861572266,false 
1.0635356903076172,false 
1.0830738544464111,false 
1.1005430221557617,false 
1.119896411895752,false 
1.139364242553711,false 
1.1573765277862549,false 
1.1751036643981934,false 
1.1906516551971436,false 
1.206578254699707,false 
1.22420072555542,false 
1.2426433563232422,false 
1.2634267807006836,false 
1.2829368114471436,false 
1.3015260696411133,false 
1.3205761909484863,false 
1.3393785953521729,false 
1.3561270236968994,false 
1.3749918937683105,false 
1.391127109527588,false 
1.410287857055664,false 
1.4304814338684082,false 
1.4465394020080566,false 
1.4637200832366943,false 
1.4824066162109375,false 
1.5000419616699219,false 
1.5150043964385986,false 
1.5329101085662842,false 
1.5477204322814941,false 
1.5659103393554688,false 
1.5822319984436035,false 
1.6027493476867676,false 
1.6209630966186523,false 
1.6380236148834229,false 
1.655287504196167,false 
1.672339916229248,false 
1.693124771118164,false 
1.7121875286102295,false 
1.7315237522125244,false 
1.7497913837432861,false 
1.76509690284729,false 
1.7829265594482422,false 
1.797523021697998,false 
1.8142244815826416,false 
1.8323352336883545,false 
1.8483226299285889,false 
1.8702869415283203,false 
1.8890042304992676,false 
1.9046781063079834,false 
1.921539068222046,false 
1.9370768070220947,false 
1.954075813293457,false 
1.9680488109588623,false 
1.9852056503295898,false 
2.001410961151123,false 
2.0189805030822754,false 
2.0367727279663086,false 
2.051935911178589,false 
2.068708658218384,false 
2.0864689350128174,false 
2.1043875217437744,false 
2.1226508617401123,false 
2.142131805419922,false 
2.1605489253997803,false 
2.17907977104187,false 
2.1950104236602783,false 
2.2115225791931152,false 
2.229261636734009,false 
2.248251438140869,false 
2.262572765350342,false 
2.2799417972564697,false 
2.299543857574463,false 
2.315347194671631,false 
2.3330416679382324,false 
2.3509345054626465,false 
2.3693156242370605,false 
2.3880417346954346,false 
2.407695770263672,false 
2.429147720336914,false 
2.4459071159362793,false 
2.4649102687835693,false 
2.4796698093414307,false 
2.4976460933685303,false 
2.5126235485076904,false 
2.53078293800354,false 
2.5491504669189453,false 
2.56904673576355,false 
2.5844483375549316,false 
2.601320266723633,false 
2.6207456588745117,false 
2.6394312381744385,false 
2.659421920776367,false 
2.6776669025421143,false 
2.694408655166626,false 
2.711927652359009,false 
2.7298834323883057,false 
2.7457404136657715,false 
2.7618706226348877,false 
2.780583143234253,false 
2.7956228256225586,false 
2.81320858001709,false 
2.828325033187866,false 
2.8450613021850586,false 
2.8634402751922607,false 
2.881298303604126,false 
2.8969366550445557,false 
2.918165922164917,false 
2.9366860389709473,false 
2.9556362628936768,false 
2.972813606262207,false 
2.9898364543914795,false 
3.007063865661621,false 
3.025364398956299,false 
3.0435428619384766,false 
3.0610709190368652,false 
3.0784120559692383,false 
3.0973618030548096,false 
3.1124167442321777,false 
3.129746675491333,false 
3.14800763130188,false 
3.1631622314453125,false 
3.1829192638397217,false 
3.1999878883361816,false 
3.2183570861816406,false 
3.2345504760742188,false 
3.25429630279541,false 
3.2717854976654053,false 
3.2890470027923584,false 
3.3079802989959717,false 
3.327911615371704,false 
3.3458898067474365,false 
3.3631536960601807,false 
3.3822057247161865,false 
3.399387836456299,false 
3.4199352264404297,false 
3.4398958683013916,false 
3.455824136734009,false 
3.4745349884033203,false 
3.4919590950012207,false 
3.5114541053771973,false 
3.5278146266937256,false 
3.545856237411499,false 
3.564199447631836,false 
3.583693027496338,false 
3.6023213863372803,false 
3.6226940155029297,false 
3.6402060985565186,false 
3.6592187881469727,false 
3.679243564605713,false 
3.6989426612854004,false 
3.7173404693603516,false 
3.736234664916992,false 
3.7539665699005127,false 
3.7710444927215576,false 
3.788092613220215,false 
3.8082797527313232,false 
3.827570676803589,false 
3.8442540168762207,false 
3.863081216812134,false 
3.8810384273529053,false 
3.899898052215576,false 
3.917980670928955,false 
3.9380319118499756,false 
3.95790958404541,false 
3.9776957035064697,false 
3.9945454597473145,false 
4.013831377029419,false 
4.037944316864014,false 
4.057003974914551,false 
4.075619459152222,false 
4.097541570663452,false 
4.117525815963745,false 
4.136439085006714,false 
4.154353380203247,false 
4.17392110824585,false 
4.1922290325164795,false 
4.211001634597778,false 
4.2279229164123535,false 
4.245565891265869,false 
4.262810945510864,false 
4.282439947128296,false 
4.29989767074585,false 
4.316803932189941,false 
4.334752798080444,false 
4.35325026512146,false 
4.370387554168701,false 
4.389976978302002,false 
4.409395217895508,false 
4.428220987319946,false 
4.447394371032715,false 
4.464364051818848,false 
4.484011650085449,false 
4.501269817352295,false 
4.5193932056427,false 
4.533620834350586,false 
4.551530838012695,false 
4.569154500961304,false 
4.593339681625366,false 
4.62163782119751,false 
4.639460325241089,false 
4.65607762336731,false 
4.672470569610596,false 
4.688779592514038,false 
4.70719313621521,false 
4.7241222858428955,false 
4.742116928100586,false 
4.759728908538818,false 
4.777075529098511,false 
4.796184778213501,false 
4.813568353652954,false 
4.832899332046509,false 
4.850121974945068,false 
4.869930982589722,false 
4.887463569641113,false 
4.9056994915008545,false 
4.927694082260132,false 
4.946057081222534,false 
4.963178873062134,false 
4.98108983039856,false 
4.999902725219727,false 
5.018315553665161,false 
5.037045001983643,false 
5.0582358837127686,false 
5.07804274559021,false 
5.095003843307495,false 
5.113621234893799,false 
5.131832838058472,false 
5.152023077011108,false 
5.1695029735565186,false 
5.186565160751343,false 
5.204503536224365,false 
5.227020740509033,false 
5.245860576629639,false 
5.26301646232605,false 
5.2813026905059814,false 
5.302181243896484,false 
5.321836948394775,false 
5.339730978012085,false 
5.3593597412109375,false 
5.377711534500122,false 
5.394679546356201,false 
5.412722826004028,false 
5.431843280792236,false 
5.450666904449463,false 
5.4689881801605225,false 
5.485826015472412,false 
5.5041046142578125,false 
5.524739742279053,false 
5.544770956039429,false 
5.561822414398193,false 
5.579616546630859,false 
5.598706007003784,false 
5.616984605789185,false 
5.634152412414551,false 
5.652483940124512,false 
5.669984817504883,false 
5.688798427581787,false 
5.7091734409332275,false 
5.728062391281128,false 
5.748053312301636,false 
5.767513751983643,false 
5.785951137542725,false 
5.804895639419556,false 
5.822991132736206,false 
5.843718528747559,false 
5.863752126693726,false 
5.8823888301849365,false 
5.901187419891357,false 
5.919731855392456,false 
5.938587188720703,false 
5.9576709270477295,false 
5.9775941371917725,false 
5.994316577911377,false 
6.013249635696411,false 
6.032697677612305,false 
6.051641464233398,false 
6.069416522979736,false 
6.088766813278198,false 
6.110074758529663,false 
6.127288818359375,false 
6.1452789306640625,false 
6.163734197616577,false 
6.18230676651001,false 
6.201690673828125,false 
6.219117879867554,false 
6.237090587615967,false 
6.254191875457764,false 
6.271513938903809,false 
6.28838849067688,false 
6.304054498672485,false 
6.3225743770599365,false 
6.340899467468262,false 
6.358855485916138,false 
6.3752357959747314,false 
6.392062425613403,false 
6.409281969070435,false 
6.425908088684082,false 
6.442325592041016,false 
6.4590373039245605,false 
6.475864887237549,false 
6.492926597595215,false 
6.509861707687378,false 
6.525946617126465,false 
6.544910907745361,false 
6.5620787143707275,false 
6.581262826919556,false 
6.5993311405181885,false 
6.6181933879852295,false 
6.6366286277771,false 
6.655881643295288,false 
6.67404317855835,false 
6.7040557861328125,false 
6.726175546646118,false 
6.747406482696533,false 
6.76943302154541,false 
6.790901184082031,false 
6.807599306106567,false 
6.825672626495361,false 
6.846646785736084,false 
6.866634130477905,false 
6.898448467254639,false 
6.921027421951294,false 
6.938550710678101,false 
6.957271099090576,false 
6.974363088607788,false 
6.991008996963501,false 
7.00688362121582,false 
7.027547836303711,false 
7.05013370513916,false 
7.068866014480591,false 
7.087420225143433,false 
7.108521938323975,false 
7.127158880233765,false 
7.143851041793823,false 
7.16214656829834,false 
7.180307865142822,false 
7.201490640640259,false 
7.219638109207153,false 
7.2402849197387695,false 
7.258500576019287,false 
7.275357007980347,false 
7.293259620666504,false 
7.313289165496826,false 
7.3320207595825195,false 
7.349895000457764,false 
7.367770433425903,false 
